133;C04-03-02;12
134;C04-03-03;12
135;C04-03-04;12
136;C04-03-05;12
137;C04-03-06;12
138;C04-03-07;12
139;C04-03-08;12
140;C04-03-09;12
141;C04-03-10;12
142;C04-03-11;12
143;C04-03-12;12
144;C04-04-01;36
145;C04-04-02;36
146;C04-04-03;36
147;C04-04-04;36
148;C04-04-05;36
149;C04-04-06;36
150;C04-04-07;36
151;C04-04-08;36
152;C04-04-09;36
153;C04-04-10;36
154;C04-04-11;36
155;C04-04-12;36
156;C05-01-01;7
157;C05-01-02;7
158;C05-01-03;7
159;C05-01-04;7
160;C05-01-05;7
161;C05-01-06;7
162;C05-01-07;7
163;C05-01-08;7
164;C05-01-09;7
165;C05-01-10;7
166;C05-01-11;7
167;C05-01-12;7
168;C05-02-01;7
169;C05-02-02;7
170;C05-02-03;7
171;C05-02-04;7
172;C05-02-05;7
173;C05-02-06;7
174;C05-02-07;7
175;C05-02-08;7
176;C05-02-09;7
177;C05-02-10;7
178;C05-02-11;7
179;C05-02-12;7
180;C05-03-01;7
181;C05-03-02;7
182;C05-03-03;7
183;C05-03-04;7
184;C05-03-05;7
185;C05-03-06;7
186;C05-03-07;7
187;C05-03-08;7
188;C05-03-09;7
189;C05-03-10;7
190;C05-03-11;7
191;C05-03-12;7
192;C05-04-01;7
193;C05-04-02;7
194;C05-04-03;7
195;C05-04-04;7
196;C05-04-05;7
197;C05-04-06;7
198;C05-04-07;7
199;C05-04-08;7
200;C05-04-09;7
201;C05-04-10;7
202;C05-04-11;7
203;C05-04-12;7
204;C05-05-01;7
205;C05-05-02;7
206;C05-05-03;7
207;C05-05-04;7
208;C05-05-05;7
209;C05-05-06;7
210;C05-05-07;7
211;C05-05-08;7
212;C05-05-09;7
213;C05-05-10;7
214;C05-05-11;7
215;C05-05-12;7
216;C05-06-01;7
217;C05-06-02;7
218;C05-06-03;7
219;C05-06-04;7
220;C05-06-05;7
221;C05-06-06;7
222;C05-06-07;7
223;C05-06-08;7
224;C05-06-09;7
225;C05-06-10;7
226;C05-06-11;7
227;C05-06-12;7
228;C05-07-01;7
229;C05-07-02;7
230;C05-07-03;7
231;C05-07-04;7
232;C05-07-05;7
233;C05-07-06;7
234;C05-07-07;7
235;C05-07-08;7
236;C05-07-09;7
237;C05-07-10;7
238;C05-07-11;7
239;C05-07-12;7
240;C05-08-01;7
241;C05-08-02;7
242;C05-08-03;7
243;C05-08-04;7
244;C05-08-05;7
245;C05-08-06;7
246;C05-08-07;7
247;C05-08-08;7
248;C05-08-09;7
249;C05-08-10;7
250;C05-08-11;7
251;C05-08-12;7
252;C06-01-01;12
253;C06-01-02;12
254;C06-01-03;12
255;C06-01-04;12
256;C06-01-05;12
257;C06-01-06;12
258;C06-01-07;12
259;C06-01-08;12
260;C06-01-09;12
261;C06-01-10;12
262;C06-01-11;12
263;C06-01-12;12
264;C06-02-01;12
265;C06-02-02;12
266;C06-02-03;12
267;C06-02-04;12
268;C06-02-05;12
269;C06-02-06;12
270;C06-02-07;12
271;C06-02-08;12
272;C06-02-09;12
273;C06-02-10;12
274;C06-02-11;12
275;C06-02-12;12
276;C06-03-01;12
277;C06-03-02;12
278;C06-03-03;12
279;C06-03-04;12
280;C06-03-05;12
281;C06-03-06;12
282;C06-03-07;12
283;C06-03-08;12
284;C06-03-09;12
285;C06-03-10;12
286;C06-03-11;12
287;C06-03-12;12
288;C06-04-01;12
289;C06-04-02;12
290;C06-04-03;12
291;C06-04-04;12
292;C06-04-05;12
293;C06-04-06;12
294;C06-04-07;12
295;C06-04-08;12
296;C06-04-09;12
297;C06-04-10;12
298;C06-04-11;12
299;C06-04-12;12
300;C06-05-01;12
301;C06-05-02;12
302;C06-05-03;12
303;C06-05-04;12
304;C06-05-05;12
305;C06-05-06;12
306;C06-05-07;12
307;C06-05-08;12
308;C06-05-09;12
309;C06-05-10;12
310;C06-05-11;12
311;C06-05-12;12
312;C06-06-01;12
313;C06-06-02;12
314;C06-06-03;12
315;C06-06-04;12
316;C06-06-05;12
317;C06-06-06;12
318;C06-06-07;12
319;C06-06-08;12
320;C06-06-09;12
321;C06-06-10;12
322;C06-06-11;12
323;C06-06-12;12
324;C06-07-01;12
325;C06-07-02;12
326;C06-07-03;12
327;C06-07-04;12
328;C06-07-05;12
329;C06-07-06;12
330;C06-07-07;12
331;C06-07-08;12
332;C06-07-09;12
333;C06-07-10;12
334;C06-07-11;12
335;C06-07-12;12
336;C06-08-01;36
337;C06-08-02;36
338;C06-08-03;36
339;C06-08-04;36
340;C06-08-05;36
341;C06-08-06;36
342;C06-08-07;36
343;C06-08-08;36
344;C06-08-09;36
345;C06-08-10;36
346;C06-08-11;36
347;C06-08-12;36
348;C07-01-01;12
349;C07-01-02;12
350;C07-01-03;12
351;C07-01-04;12
352;C07-01-05;12
353;C07-01-06;12
354;C07-01-07;12
355;C07-01-08;12
356;C07-01-09;12
357;C07-01-10;12
358;C07-01-11;12
359;C07-01-12;12
360;C07-02-01;12
361;C07-02-02;12
362;C07-02-03;12
363;C07-02-04;12
364;C07-02-05;12
365;C07-02-06;12
366;C07-02-07;12
367;C07-02-08;12
368;C07-02-09;12
369;C07-02-10;12
370;C07-02-11;12
371;C07-02-12;12
372;C07-03-01;12
373;C07-03-02;12
374;C07-03-03;12
375;C07-03-04;12
376;C07-03-05;12
377;C07-03-06;12
378;C07-03-07;12
379;C07-03-08;12
380;C07-03-09;12
381;C07-03-10;12
382;C07-03-11;12
383;C07-03-12;12
384;C07-04-01;12
385;C07-04-02;12
386;C07-04-03;12
387;C07-04-04;12
388;C07-04-05;12
389;C07-04-06;12
390;C07-04-07;12
391;C07-04-08;12
392;C07-04-09;12
393;C07-04-10;12
394;C07-04-11;12
395;C07-04-12;12
396;C07-05-01;12
397;C07-05-02;12
398;C07-05-03;12
399;C07-05-04;12
400;C07-05-05;12
401;C07-05-06;12
402;C07-05-07;12
403;C07-05-08;12
404;C07-05-09;12
405;C07-05-10;12
406;C07-05-11;12
407;C07-05-12;12
408;C07-06-01;12
409;C07-06-02;12
410;C07-06-03;12
411;C07-06-04;12
412;C07-06-05;12
413;C07-06-06;12
414;C07-06-07;12
415;C07-06-08;12
416;C07-06-09;12
417;C07-06-10;12
418;C07-06-11;12
419;C07-06-12;12
420;C07-07-01;12
421;C07-07-02;12
422;C07-07-03;12
423;C07-07-04;12
424;C07-07-05;12
425;C07-07-06;12
426;C07-07-07;12
427;C07-07-08;12
428;C07-07-09;12
429;C07-07-10;12
430;C07-07-11;12
431;C07-07-12;12
432;C07-08-01;36
433;C07-08-02;36
434;C07-08-03;36
435;C07-08-04;36
436;C07-08-05;36
437;C07-08-06;36
438;C07-08-07;36
439;C07-08-08;36
440;C07-08-09;36
441;C07-08-10;36
442;C07-08-11;36
443;C07-08-12;36
