1;C01-01-01;12
2;C01-01-02;12
3;C01-01-03;12
4;C01-01-04;12
5;C01-01-05;12
6;C01-01-06;12
7;C01-01-07;12
8;C01-01-08;12
9;C01-01-09;12
10;C01-01-10;12
11;C01-02-01;12
12;C01-02-02;12
13;C01-02-03;12
14;C01-02-04;12
15;C01-02-05;12
16;C01-02-06;12
17;C01-02-07;12
18;C01-02-08;12
19;C01-02-09;12
20;C01-02-10;12
21;C01-03-01;36
22;C01-03-02;36
23;C01-03-03;36
24;C01-03-04;36
25;C01-03-05;36
26;C01-03-06;36
27;C01-03-07;36
28;C01-03-08;36
29;C01-03-09;36
30;C01-03-10;36
31;C02-01-01;12
32;C02-01-02;12
33;C02-01-03;12
34;C02-01-04;12
35;C02-01-05;12
36;C02-01-06;12
37;C02-01-07;12
38;C02-01-08;12
39;C02-01-09;12
40;C02-01-10;12
41;C02-01-11;12
42;C02-02-01;12
43;C02-02-02;12
44;C02-02-03;12
45;C02-02-04;12
46;C02-02-05;12
47;C02-02-06;12
48;C02-02-07;12
49;C02-02-08;12
50;C02-02-09;12
51;C02-02-10;12
52;C02-03-11;36
53;C02-03-01;36
54;C02-03-02;36
55;C02-03-03;36
56;C02-03-04;36
57;C02-03-05;36
58;C02-03-06;36
59;C02-03-07;36
60;C02-03-08;36
61;C02-03-09;36
62;C02-03-10;36
63;C02-03-11;36
64;C03-01-01;12
65;C03-01-02;12
66;C03-01-03;12
67;C03-01-04;12
68;C03-01-05;12
69;C03-01-06;12
70;C03-01-07;12
71;C03-01-08;12
72;C03-01-09;12
73;C03-01-10;12
74;C03-01-11;12
75;C03-02-01;12
76;C03-02-02;12
77;C03-02-03;12
78;C03-02-04;12
79;C03-02-05;12
80;C03-02-06;12
81;C03-02-07;12
82;C03-02-08;12
83;C03-02-09;12
84;C03-02-10;12
85;C03-02-11;12
86;C03-03-01;12
87;C03-03-02;12
88;C03-03-03;12
89;C03-03-04;12
90;C03-03-05;12
91;C03-03-06;12
92;C03-03-07;12
93;C03-03-08;12
94;C03-03-09;12
95;C03-03-10;12
96;C03-03-11;12
97;C03-04-01;36
98;C03-04-02;36
99;C03-04-03;36
100;C03-04-04;36
101;C03-04-05;36
102;C03-04-06;36
103;C03-04-07;36
104;C03-04-08;36
105;C03-04-09;36
106;C03-04-10;36
107;C03-04-11;36
108;C04-01-01;12
109;C04-01-02;12
110;C04-01-03;12
111;C04-01-04;12
112;C04-01-05;12
113;C04-01-06;12
114;C04-01-07;12
115;C04-01-08;12
116;C04-01-09;12
117;C04-01-10;12
118;C04-01-11;12
119;C04-01-12;12
120;C04-02-01;12
121;C04-02-02;12
122;C04-02-03;12
123;C04-02-04;12
124;C04-02-05;12
125;C04-02-06;12
126;C04-02-07;12
127;C04-02-08;12
128;C04-02-09;12
129;C04-02-10;12
130;C04-02-11;12
131;C04-02-12;12
132;C04-03-01;12
